Product Name,Region,AQ Min (kWh),AQ Max (kWh),Contract Length (months),Valid from,Valid to,p/kWh
8SE1B16282 Start Month 8 - 2 Year,SE1,73201,100000,24,01/06/2020,31/05/2022,2.931124
8SE1B16282 Start Month 8 - 3 Year,SE1,73201,100000,36,01/06/2020,31/05/2023,2.942983
8SE1B16282 Start Month 8 - 4 Year,SE1,73201,100000,48,01/06/2020,31/05/2024,2.966962
8SE1B16282 Start Month 8 - 5 Year,SE1,73201,100000,60,01/06/2020,31/05/2025,2.939953
8SE1B16282 Start Month 9 - 1 Year,SE1,73201,100000,12,01/07/2020,30/06/2021,2.923709
8SE1B16282 Start Month 9 - 2 Year,SE1,73201,100000,24,01/07/2020,30/06/2022,2.932538
8SE1B16282 Start Month 9 - 3 Year,SE1,73201,100000,36,01/07/2020,30/06/2023,2.944094
8SE1B16282 Start Month 9 - 4 Year,SE1,73201,100000,48,01/07/2020,30/06/2024,2.95526
8SE1B16282 Start Month 9 - 5 Year,SE1,73201,100000,60,01/07/2020,30/06/2025,2.916075
8SE2B16282 Start Month 1 - 1 Year,SE2,73201,100000,12,01/11/2019,31/10/2020,2.767838
8SE2B16282 Start Month 1 - 2 Year,SE2,73201,100000,24,01/11/2019,31/10/2021,2.835637
8SE2B16282 Start Month 1 - 3 Year,SE2,73201,100000,36,01/11/2019,31/10/2022,2.86546
8SE2B16282 Start Month 1 - 4 Year,SE2,73201,100000,48,01/11/2019,31/10/2023,2.891863
8SE2B16282 Start Month 1 - 5 Year,SE2,73201,100000,60,01/11/2019,31/10/2024,2.899985
8SE2B16282 Start Month 10 - 1 Year,SE2,73201,100000,12,01/08/2020,31/07/2021,2.931601
8SE2B16282 Start Month 10 - 2 Year,SE2,73201,100000,24,01/08/2020,31/07/2022,2.938208
8SE2B16282 Start Month 10 - 3 Year,SE2,73201,100000,36,01/08/2020,31/07/2023,2.949562
8SE2B16282 Start Month 10 - 4 Year,SE2,73201,100000,48,01/08/2020,31/07/2024,2.945477
8SE2B16282 Start Month 10 - 5 Year,SE2,73201,100000,60,01/08/2020,31/07/2025,2.893712
8SE2B16282 Start Month 11 - 1 Year,SE2,73201,100000,12,01/09/2020,31/08/2021,2.933924
8SE2B16282 Start Month 11 - 2 Year,SE2,73201,100000,24,01/09/2020,31/08/2022,2.939521
8SE2B16282 Start Month 11 - 3 Year,SE2,73201,100000,36,01/09/2020,31/08/2023,2.950673
8SE2B16282 Start Month 11 - 4 Year,SE2,73201,100000,48,01/09/2020,31/08/2024,2.946487
8SE2B16282 Start Month 11 - 5 Year,SE2,73201,100000,60,01/09/2020,31/08/2025,2.871551
8SE2B16282 Start Month 12 - 1 Year,SE2,73201,100000,12,01/10/2020,30/09/2021,2.938685
8SE2B16282 Start Month 12 - 2 Year,SE2,73201,100000,24,01/10/2020,30/09/2022,2.943474
8SE2B16282 Start Month 12 - 3 Year,SE2,73201,100000,36,01/10/2020,30/09/2023,2.951279
8SE2B16282 Start Month 12 - 4 Year,SE2,73201,100000,48,01/10/2020,30/09/2024,2.951046
8SE2B16282 Start Month 12 - 5 Year,SE2,73201,100000,60,01/10/2020,30/09/2025,2.860904
8SE2B16282 Start Month 2 - 1 Year,SE2,73201,100000,12,01/12/2019,30/11/2020,2.811066
8SE2B16282 Start Month 2 - 2 Year,SE2,73201,100000,24,01/12/2019,30/11/2021,2.868072
8SE2B16282 Start Month 2 - 3 Year,SE2,73201,100000,36,01/12/2019,30/11/2022,2.890118
8SE2B16282 Start Month 2 - 4 Year,SE2,73201,100000,48,01/12/2019,30/11/2023,2.909942
8SE2B16282 Start Month 2 - 5 Year,SE2,73201,100000,60,01/12/2019,30/11/2024,2.920098
8SE2B16282 Start Month 3 - 1 Year,SE2,73201,100000,12,01/01/2020,31/12/2020,2.836518
8SE2B16282 Start Month 3 - 2 Year,SE2,73201,100000,24,01/01/2020,31/12/2021,2.885848
8SE2B16282 Start Month 3 - 3 Year,SE2,73201,100000,36,01/01/2020,31/12/2022,2.902541
8SE2B16282 Start Month 3 - 4 Year,SE2,73201,100000,48,01/01/2020,31/12/2023,2.92551
8SE2B16282 Start Month 3 - 5 Year,SE2,73201,100000,60,01/01/2020,31/12/2024,2.932016
8SE2B16282 Start Month 4 - 1 Year,SE2,73201,100000,12,01/02/2020,31/01/2021,2.860469
8SE2B16282 Start Month 4 - 2 Year,SE2,73201,100000,24,01/02/2020,31/01/2022,2.897261
8SE2B16282 Start Month 4 - 3 Year,SE2,73201,100000,36,01/02/2020,31/01/2023,2.915079
8SE2B16282 Start Month 4 - 4 Year,SE2,73201,100000,48,01/02/2020,31/01/2024,2.935004
8SE2B16282 Start Month 4 - 5 Year,SE2,73201,100000,60,01/02/2020,31/01/2025,2.941625
8SE2B16282 Start Month 5 - 1 Year,SE2,73201,100000,12,01/03/2020,28/02/2021,2.879558
8SE2B16282 Start Month 5 - 2 Year,SE2,73201,100000,24,01/03/2020,28/02/2022,2.90625
8SE2B16282 Start Month 5 - 3 Year,SE2,73201,100000,36,01/03/2020,28/02/2023,2.922351
8SE2B16282 Start Month 5 - 4 Year,SE2,73201,100000,48,01/03/2020,29/02/2024,2.946431
8SE2B16282 Start Month 5 - 5 Year,SE2,73201,100000,60,01/03/2020,28/02/2025,2.953672
8SE2B16282 Start Month 6 - 1 Year,SE2,73201,100000,12,01/04/2020,31/03/2021,2.907535
8SE2B16282 Start Month 6 - 2 Year,SE2,73201,100000,24,01/04/2020,31/03/2022,2.923333
8SE2B16282 Start Month 6 - 3 Year,SE2,73201,100000,36,01/04/2020,31/03/2023,2.935798
8SE2B16282 Start Month 6 - 4 Year,SE2,73201,100000,48,01/04/2020,31/03/2024,2.956127
8SE2B16282 Start Month 6 - 5 Year,SE2,73201,100000,60,01/04/2020,31/03/2025,2.959934
8SE2B16282 Start Month 7 - 1 Year,SE2,73201,100000,12,01/05/2020,30/04/2021,2.918356
8SE2B16282 Start Month 7 - 2 Year,SE2,73201,100000,24,01/05/2020,30/04/2022,2.926565
8SE2B16282 Start Month 7 - 3 Year,SE2,73201,100000,36,01/05/2020,30/04/2023,2.938222
8SE2B16282 Start Month 7 - 4 Year,SE2,73201,100000,48,01/05/2020,30/04/2024,2.962302
8SE2B16282 Start Month 7 - 5 Year,SE2,73201,100000,60,01/05/2020,30/04/2025,2.950398
8SE2B16282 Start Month 8 - 1 Year,SE2,73201,100000,12,01/06/2020,31/05/2021,2.920376
8SE2B16282 Start Month 8 - 2 Year,SE2,73201,100000,24,01/06/2020,31/05/2022,2.931124
8SE2B16282 Start Month 8 - 3 Year,SE2,73201,100000,36,01/06/2020,31/05/2023,2.942983
8SE2B16282 Start Month 8 - 4 Year,SE2,73201,100000,48,01/06/2020,31/05/2024,2.966962
8SE2B16282 Start Month 8 - 5 Year,SE2,73201,100000,60,01/06/2020,31/05/2025,2.939953
8SE2B16282 Start Month 9 - 1 Year,SE2,73201,100000,12,01/07/2020,30/06/2021,2.923709
8SE2B16282 Start Month 9 - 2 Year,SE2,73201,100000,24,01/07/2020,30/06/2022,2.932538
8SE2B16282 Start Month 9 - 3 Year,SE2,73201,100000,36,01/07/2020,30/06/2023,2.944094
8SE2B16282 Start Month 9 - 4 Year,SE2,73201,100000,48,01/07/2020,30/06/2024,2.95526
8SE2B16282 Start Month 9 - 5 Year,SE2,73201,100000,60,01/07/2020,30/06/2025,2.916075
8SO1B16321 Start Month 1 - 1 Year,SO1,73201,100000,12,01/11/2019,31/10/2020,2.795624
8SO1B16321 Start Month 1 - 2 Year,SO1,73201,100000,24,01/11/2019,31/10/2021,2.867376
8SO1B16321 Start Month 1 - 3 Year,SO1,73201,100000,36,01/11/2019,31/10/2022,2.897603
8SO1B16321 Start Month 1 - 4 Year,SO1,73201,100000,48,01/11/2019,31/10/2023,2.920457
8SO1B16321 Start Month 1 - 5 Year,SO1,73201,100000,60,01/11/2019,31/10/2024,2.932734
8SO1B16321 Start Month 10 - 1 Year,SO1,73201,100000,12,01/08/2020,31/07/2021,2.9607
8SO1B16321 Start Month 10 - 2 Year,SO1,73201,100000,24,01/08/2020,31/07/2022,2.967307
8SO1B16321 Start Month 10 - 3 Year,SO1,73201,100000,36,01/08/2020,31/07/2023,2.978661
8SO1B16321 Start Month 10 - 4 Year,SO1,73201,100000,48,01/08/2020,31/07/2024,2.975182
8SO1B16321 Start Month 10 - 5 Year,SO1,73201,100000,60,01/08/2020,31/07/2025,2.924023
8SO1B16321 Start Month 11 - 1 Year,SO1,73201,100000,12,01/09/2020,31/08/2021,2.963023
8SO1B16321 Start Month 11 - 2 Year,SO1,73201,100000,24,01/09/2020,31/08/2022,2.968519
8SO1B16321 Start Month 11 - 3 Year,SO1,73201,100000,36,01/09/2020,31/08/2023,2.979671
8SO1B16321 Start Month 11 - 4 Year,SO1,73201,100000,48,01/09/2020,31/08/2024,2.980044
8SO1B16321 Start Month 11 - 5 Year,SO1,73201,100000,60,01/09/2020,31/08/2025,2.901862
8SO1B16321 Start Month 12 - 1 Year,SO1,73201,100000,12,01/10/2020,30/09/2021,2.967683
8SO1B16321 Start Month 12 - 2 Year,SO1,73201,100000,24,01/10/2020,30/09/2022,2.972573
8SO1B16321 Start Month 12 - 3 Year,SO1,73201,100000,36,01/10/2020,30/09/2023,2.983927
8SO1B16321 Start Month 12 - 4 Year,SO1,73201,100000,48,01/10/2020,30/09/2024,2.980852
8SO1B16321 Start Month 12 - 5 Year,SO1,73201,100000,60,01/10/2020,30/09/2025,2.891215
8SO1B16321 Start Month 2 - 1 Year,SO1,73201,100000,12,01/12/2019,30/11/2020,2.839458
8SO1B16321 Start Month 2 - 2 Year,SO1,73201,100000,24,01/12/2019,30/11/2021,2.896666
8SO1B16321 Start Month 2 - 3 Year,SO1,73201,100000,36,01/12/2019,30/11/2022,2.918712
8SO1B16321 Start Month 2 - 4 Year,SO1,73201,100000,48,01/12/2019,30/11/2023,2.942388
8SO1B16321 Start Month 2 - 5 Year,SO1,73201,100000,60,01/12/2019,30/11/2024,2.949601
8SO1B16321 Start Month 3 - 1 Year,SO1,73201,100000,12,01/01/2020,31/12/2020,2.865213
8SO1B16321 Start Month 3 - 2 Year,SO1,73201,100000,24,01/01/2020,31/12/2021,2.914644
8SO1B16321 Start Month 3 - 3 Year,SO1,73201,100000,36,01/01/2020,31/12/2022,2.935088
8SO1B16321 Start Month 3 - 4 Year,SO1,73201,100000,48,01/01/2020,31/12/2023,2.954407
8SO1B16321 Start Month 3 - 5 Year,SO1,73201,100000,60,01/01/2020,31/12/2024,2.965371
8SO1B16321 Start Month 4 - 1 Year,SO1,73201,100000,12,01/02/2020,31/01/2021,2.889366
8SO1B16321 Start Month 4 - 2 Year,SO1,73201,100000,24,01/02/2020,31/01/2022,2.926057
8SO1B16321 Start Month 4 - 3 Year,SO1,73201,100000,36,01/02/2020,31/01/2023,2.944178
8SO1B16321 Start Month 4 - 4 Year,SO1,73201,100000,48,01/02/2020,31/01/2024,2.967551
8SO1B16321 Start Month 4 - 5 Year,SO1,73201,100000,60,01/02/2020,31/01/2025,2.97133
8SO1B16321 Start Month 5 - 1 Year,SO1,73201,100000,12,01/03/2020,28/02/2021,2.908657
8SO1B16321 Start Month 5 - 2 Year,SO1,73201,100000,24,01/03/2020,28/02/2022,2.938898
8SO1B16321 Start Month 5 - 3 Year,SO1,73201,100000,36,01/03/2020,28/02/2023,2.951349
8SO1B16321 Start Month 5 - 4 Year,SO1,73201,100000,48,01/03/2020,29/02/2024,2.975429
8SO1B16321 Start Month 5 - 5 Year,SO1,73201,100000,60,01/03/2020,28/02/2025,2.983276
8SO1B16321 Start Month 6 - 1 Year,SO1,73201,100000,12,01/04/2020,31/03/2021,2.936735
8SO1B16321 Start Month 6 - 2 Year,SO1,73201,100000,24,01/04/2020,31/03/2022,2.952533
8SO1B16321 Start Month 6 - 3 Year,SO1,73201,100000,36,01/04/2020,31/03/2023,2.964897
8SO1B16321 Start Month 6 - 4 Year,SO1,73201,100000,48,01/04/2020,31/03/2024,2.988775
8SO1B16321 Start Month 6 - 5 Year,SO1,73201,100000,60,01/04/2020,31/03/2025,2.993289
8SO1B16321 Start Month 7 - 1 Year,SO1,73201,100000,12,01/05/2020,30/04/2021,2.947556
8SO1B16321 Start Month 7 - 2 Year,SO1,73201,100000,24,01/05/2020,30/04/2022,2.955664
8SO1B16321 Start Month 7 - 3 Year,SO1,73201,100000,36,01/05/2020,30/04/2023,2.967321
8SO1B16321 Start Month 7 - 4 Year,SO1,73201,100000,48,01/05/2020,30/04/2024,2.9913
8SO1B16321 Start Month 7 - 5 Year,SO1,73201,100000,60,01/05/2020,30/04/2025,2.983955
8SO1B16321 Start Month 8 - 1 Year,SO1,73201,100000,12,01/06/2020,31/05/2021,2.949475
8SO1B16321 Start Month 8 - 2 Year,SO1,73201,100000,24,01/06/2020,31/05/2022,2.960223
8SO1B16321 Start Month 8 - 3 Year,SO1,73201,100000,36,01/06/2020,31/05/2023,2.972082
8SO1B16321 Start Month 8 - 4 Year,SO1,73201,100000,48,01/06/2020,31/05/2024,2.99596
8SO1B16321 Start Month 8 - 5 Year,SO1,73201,100000,60,01/06/2020,31/05/2025,2.969658
8SO1B16321 Start Month 9 - 1 Year,SO1,73201,100000,12,01/07/2020,30/06/2021,2.952909
8SO1B16321 Start Month 9 - 2 Year,SO1,73201,100000,24,01/07/2020,30/06/2022,2.961637
8SO1B16321 Start Month 9 - 3 Year,SO1,73201,100000,36,01/07/2020,30/06/2023,2.973193
8SO1B16321 Start Month 9 - 4 Year,SO1,73201,100000,48,01/07/2020,30/06/2024,2.988514
8SO1B16321 Start Month 9 - 5 Year,SO1,73201,100000,60,01/07/2020,30/06/2025,2.946285
8SO2B16321 Start Month 1 - 1 Year,SO2,73201,100000,12,01/11/2019,31/10/2020,2.839424
8SO2B16321 Start Month 1 - 2 Year,SO2,73201,100000,24,01/11/2019,31/10/2021,2.903876
8SO2B16321 Start Month 1 - 3 Year,SO2,73201,100000,36,01/11/2019,31/10/2022,2.934103
8SO2B16321 Start Month 1 - 4 Year,SO2,73201,100000,48,01/11/2019,31/10/2023,2.960607
8SO2B16321 Start Month 1 - 5 Year,SO2,73201,100000,60,01/11/2019,31/10/2024,2.969234
8SO2B16321 Start Month 10 - 1 Year,SO2,73201,100000,12,01/08/2020,31/07/2021,2.9972
8SO2B16321 Start Month 10 - 2 Year,SO2,73201,100000,24,01/08/2020,31/07/2022,3.003807
8SO2B16321 Start Month 10 - 3 Year,SO2,73201,100000,36,01/08/2020,31/07/2023,3.015161
8SO2B16321 Start Month 10 - 4 Year,SO2,73201,100000,48,01/08/2020,31/07/2024,3.011682
8SO2B16321 Start Month 10 - 5 Year,SO2,73201,100000,60,01/08/2020,31/07/2025,2.956873
8SO2B16321 Start Month 11 - 1 Year,SO2,73201,100000,12,01/09/2020,31/08/2021,2.999523
8SO2B16321 Start Month 11 - 2 Year,SO2,73201,100000,24,01/09/2020,31/08/2022,3.005019
8SO2B16321 Start Month 11 - 3 Year,SO2,73201,100000,36,01/09/2020,31/08/2023,3.016171
8SO2B16321 Start Month 11 - 4 Year,SO2,73201,100000,48,01/09/2020,31/08/2024,3.016544
8SO2B16321 Start Month 11 - 5 Year,SO2,73201,100000,60,01/09/2020,31/08/2025,2.934712
8SO2B16321 Start Month 12 - 1 Year,SO2,73201,100000,12,01/10/2020,30/09/2021,3.004183
8SO2B16321 Start Month 12 - 2 Year,SO2,73201,100000,24,01/10/2020,30/09/2022,3.009073
8SO2B16321 Start Month 12 - 3 Year,SO2,73201,100000,36,01/10/2020,30/09/2023,3.020427
8SO2B16321 Start Month 12 - 4 Year,SO2,73201,100000,48,01/10/2020,30/09/2024,3.017352
8SO2B16321 Start Month 12 - 5 Year,SO2,73201,100000,60,01/10/2020,30/09/2025,2.924065
8SO2B16321 Start Month 2 - 1 Year,SO2,73201,100000,12,01/12/2019,30/11/2020,2.879608
8SO2B16321 Start Month 2 - 2 Year,SO2,73201,100000,24,01/12/2019,30/11/2021,2.933166
8SO2B16321 Start Month 2 - 3 Year,SO2,73201,100000,36,01/12/2019,30/11/2022,2.955212
8SO2B16321 Start Month 2 - 4 Year,SO2,73201,100000,48,01/12/2019,30/11/2023,2.978888
8SO2B16321 Start Month 2 - 5 Year,SO2,73201,100000,60,01/12/2019,30/11/2024,2.989751
8SO2B16321 Start Month 3 - 1 Year,SO2,73201,100000,12,01/01/2020,31/12/2020,2.905363
8SO2B16321 Start Month 3 - 2 Year,SO2,73201,100000,24,01/01/2020,31/12/2021,2.951144
8SO2B16321 Start Month 3 - 3 Year,SO2,73201,100000,36,01/01/2020,31/12/2022,2.971588
8SO2B16321 Start Month 3 - 4 Year,SO2,73201,100000,48,01/01/2020,31/12/2023,2.994557
8SO2B16321 Start Month 3 - 5 Year,SO2,73201,100000,60,01/01/2020,31/12/2024,3.001871
8SO2B16321 Start Month 4 - 1 Year,SO2,73201,100000,12,01/02/2020,31/01/2021,2.929516
8SO2B16321 Start Month 4 - 2 Year,SO2,73201,100000,24,01/02/2020,31/01/2022,2.962557
8SO2B16321 Start Month 4 - 3 Year,SO2,73201,100000,36,01/02/2020,31/01/2023,2.980678
8SO2B16321 Start Month 4 - 4 Year,SO2,73201,100000,48,01/02/2020,31/01/2024,3.004051
8SO2B16321 Start Month 4 - 5 Year,SO2,73201,100000,60,01/02/2020,31/01/2025,3.01148
8SO2B16321 Start Month 5 - 1 Year,SO2,73201,100000,12,01/03/2020,28/02/2021,2.945157
8SO2B16321 Start Month 5 - 2 Year,SO2,73201,100000,24,01/03/2020,28/02/2022,2.971748
8SO2B16321 Start Month 5 - 3 Year,SO2,73201,100000,36,01/03/2020,28/02/2023,2.987849
8SO2B16321 Start Month 5 - 4 Year,SO2,73201,100000,48,01/03/2020,29/02/2024,3.011929
8SO2B16321 Start Month 5 - 5 Year,SO2,73201,100000,60,01/03/2020,28/02/2025,3.019776
8SO2B16321 Start Month 6 - 1 Year,SO2,73201,100000,12,01/04/2020,31/03/2021,2.973235
8SO2B16321 Start Month 6 - 2 Year,SO2,73201,100000,24,01/04/2020,31/03/2022,2.989033
8SO2B16321 Start Month 6 - 3 Year,SO2,73201,100000,36,01/04/2020,31/03/2023,3.001397
8SO2B16321 Start Month 6 - 4 Year,SO2,73201,100000,48,01/04/2020,31/03/2024,3.025275
8SO2B16321 Start Month 6 - 5 Year,SO2,73201,100000,60,01/04/2020,31/03/2025,3.029789
8SO2B16321 Start Month 7 - 1 Year,SO2,73201,100000,12,01/05/2020,30/04/2021,2.980406
8SO2B16321 Start Month 7 - 2 Year,SO2,73201,100000,24,01/05/2020,30/04/2022,2.992164
8SO2B16321 Start Month 7 - 3 Year,SO2,73201,100000,36,01/05/2020,30/04/2023,3.003821
8SO2B16321 Start Month 7 - 4 Year,SO2,73201,100000,48,01/05/2020,30/04/2024,3.0278
8SO2B16321 Start Month 7 - 5 Year,SO2,73201,100000,60,01/05/2020,30/04/2025,3.016805
8SO2B16321 Start Month 8 - 1 Year,SO2,73201,100000,12,01/06/2020,31/05/2021,2.985975
8SO2B16321 Start Month 8 - 2 Year,SO2,73201,100000,24,01/06/2020,31/05/2022,2.996723
8SO2B16321 Start Month 8 - 3 Year,SO2,73201,100000,36,01/06/2020,31/05/2023,3.008582
8SO2B16321 Start Month 8 - 4 Year,SO2,73201,100000,48,01/06/2020,31/05/2024,3.03246
8SO2B16321 Start Month 8 - 5 Year,SO2,73201,100000,60,01/06/2020,31/05/2025,3.006158
8SO2B16321 Start Month 9 - 1 Year,SO2,73201,100000,12,01/07/2020,30/06/2021,2.989409
8SO2B16321 Start Month 9 - 2 Year,SO2,73201,100000,24,01/07/2020,30/06/2022,2.998137
8SO2B16321 Start Month 9 - 3 Year,SO2,73201,100000,36,01/07/2020,30/06/2023,3.009693
8SO2B16321 Start Month 9 - 4 Year,SO2,73201,100000,48,01/07/2020,30/06/2024,3.025014
8SO2B16321 Start Month 9 - 5 Year,SO2,73201,100000,60,01/07/2020,30/06/2025,2.982785
8SW1B16360 Start Month 1 - 1 Year,SW1,73201,100000,12,01/11/2019,31/10/2020,2.780101
8SW1B16360 Start Month 1 - 2 Year,SW1,73201,100000,24,01/11/2019,31/10/2021,2.852257
8SW1B16360 Start Month 1 - 3 Year,SW1,73201,100000,36,01/11/2019,31/10/2022,2.882585
8SW1B16360 Start Month 1 - 4 Year,SW1,73201,100000,48,01/11/2019,31/10/2023,2.909089
8SW1B16360 Start Month 1 - 5 Year,SW1,73201,100000,60,01/11/2019,31/10/2024,2.91913
8SW1B16360 Start Month 10 - 1 Year,SW1,73201,100000,12,01/08/2020,31/07/2021,2.949938
8SW1B16360 Start Month 10 - 2 Year,SW1,73201,100000,24,01/08/2020,31/07/2022,2.956646
8SW1B16360 Start Month 10 - 3 Year,SW1,73201,100000,36,01/08/2020,31/07/2023,2.967899
8SW1B16360 Start Month 10 - 4 Year,SW1,73201,100000,48,01/08/2020,31/07/2024,2.966238
8SW1B16360 Start Month 10 - 5 Year,SW1,73201,100000,60,01/08/2020,31/07/2025,2.915988
8SW1B16360 Start Month 11 - 1 Year,SW1,73201,100000,12,01/09/2020,31/08/2021,2.955911
8SW1B16360 Start Month 11 - 2 Year,SW1,73201,100000,24,01/09/2020,31/08/2022,2.961407
8SW1B16360 Start Month 11 - 3 Year,SW1,73201,100000,36,01/09/2020,31/08/2023,2.972559
8SW1B16360 Start Month 11 - 4 Year,SW1,73201,100000,48,01/09/2020,31/08/2024,2.970999
8SW1B16360 Start Month 11 - 5 Year,SW1,73201,100000,60,01/09/2020,31/08/2025,2.89413
8SW1B16360 Start Month 12 - 1 Year,SW1,73201,100000,12,01/10/2020,30/09/2021,2.956921
8SW1B16360 Start Month 12 - 2 Year,SW1,73201,100000,24,01/10/2020,30/09/2022,2.961811
8SW1B16360 Start Month 12 - 3 Year,SW1,73201,100000,36,01/10/2020,30/09/2023,2.973064
8SW1B16360 Start Month 12 - 4 Year,SW1,73201,100000,48,01/10/2020,30/09/2024,2.971807
8SW1B16360 Start Month 12 - 5 Year,SW1,73201,100000,60,01/10/2020,30/09/2025,2.883483
8SW1B16360 Start Month 2 - 1 Year,SW1,73201,100000,12,01/12/2019,30/11/2020,2.824036
8SW1B16360 Start Month 2 - 2 Year,SW1,73201,100000,24,01/12/2019,30/11/2021,2.881648
8SW1B16360 Start Month 2 - 3 Year,SW1,73201,100000,36,01/12/2019,30/11/2022,2.907546
8SW1B16360 Start Month 2 - 4 Year,SW1,73201,100000,48,01/12/2019,30/11/2023,2.931323
8SW1B16360 Start Month 2 - 5 Year,SW1,73201,100000,60,01/12/2019,30/11/2024,2.939849
8SW1B16360 Start Month 3 - 1 Year,SW1,73201,100000,12,01/01/2020,31/12/2020,2.849993
8SW1B16360 Start Month 3 - 2 Year,SW1,73201,100000,24,01/01/2020,31/12/2021,2.903478
8SW1B16360 Start Month 3 - 3 Year,SW1,73201,100000,36,01/01/2020,31/12/2022,2.920171
8SW1B16360 Start Month 3 - 4 Year,SW1,73201,100000,48,01/01/2020,31/12/2023,2.943342
8SW1B16360 Start Month 3 - 5 Year,SW1,73201,100000,60,01/01/2020,31/12/2024,2.955518
8SW1B16360 Start Month 4 - 1 Year,SW1,73201,100000,12,01/02/2020,31/01/2021,2.877897
8SW1B16360 Start Month 4 - 2 Year,SW1,73201,100000,24,01/02/2020,31/01/2022,2.914992
8SW1B16360 Start Month 4 - 3 Year,SW1,73201,100000,36,01/02/2020,31/01/2023,2.933113
8SW1B16360 Start Month 4 - 4 Year,SW1,73201,100000,48,01/02/2020,31/01/2024,2.956688
8SW1B16360 Start Month 4 - 5 Year,SW1,73201,100000,60,01/02/2020,31/01/2025,2.96178
8SW1B16360 Start Month 5 - 1 Year,SW1,73201,100000,12,01/03/2020,28/02/2021,2.897289
8SW1B16360 Start Month 5 - 2 Year,SW1,73201,100000,24,01/03/2020,28/02/2022,2.927833
8SW1B16360 Start Month 5 - 3 Year,SW1,73201,100000,36,01/03/2020,28/02/2023,2.940385
8SW1B16360 Start Month 5 - 4 Year,SW1,73201,100000,48,01/03/2020,29/02/2024,2.964566
8SW1B16360 Start Month 5 - 5 Year,SW1,73201,100000,60,01/03/2020,28/02/2025,2.973827
8SW1B16360 Start Month 6 - 1 Year,SW1,73201,100000,12,01/04/2020,31/03/2021,2.926074
8SW1B16360 Start Month 6 - 2 Year,SW1,73201,100000,24,01/04/2020,31/03/2022,2.941771
8SW1B16360 Start Month 6 - 3 Year,SW1,73201,100000,36,01/04/2020,31/03/2023,2.954135
8SW1B16360 Start Month 6 - 4 Year,SW1,73201,100000,48,01/04/2020,31/03/2024,2.978215
8SW1B16360 Start Month 6 - 5 Year,SW1,73201,100000,60,01/04/2020,31/03/2025,2.984042
8SW1B16360 Start Month 7 - 1 Year,SW1,73201,100000,12,01/05/2020,30/04/2021,2.937097
8SW1B16360 Start Month 7 - 2 Year,SW1,73201,100000,24,01/05/2020,30/04/2022,2.948754
8SW1B16360 Start Month 7 - 3 Year,SW1,73201,100000,36,01/05/2020,30/04/2023,2.96031
8SW1B16360 Start Month 7 - 4 Year,SW1,73201,100000,48,01/05/2020,30/04/2024,2.98439
8SW1B16360 Start Month 7 - 5 Year,SW1,73201,100000,60,01/05/2020,30/04/2025,2.974607
8SW1B16360 Start Month 8 - 1 Year,SW1,73201,100000,12,01/06/2020,31/05/2021,2.939117
8SW1B16360 Start Month 8 - 2 Year,SW1,73201,100000,24,01/06/2020,31/05/2022,2.949663
8SW1B16360 Start Month 8 - 3 Year,SW1,73201,100000,36,01/06/2020,31/05/2023,2.96132
8SW1B16360 Start Month 8 - 4 Year,SW1,73201,100000,48,01/06/2020,31/05/2024,2.9854
8SW1B16360 Start Month 8 - 5 Year,SW1,73201,100000,60,01/06/2020,31/05/2025,2.964061
8SW1B16360 Start Month 9 - 1 Year,SW1,73201,100000,12,01/07/2020,30/06/2021,2.945898
8SW1B16360 Start Month 9 - 2 Year,SW1,73201,100000,24,01/07/2020,30/06/2022,2.954525
8SW1B16360 Start Month 9 - 3 Year,SW1,73201,100000,36,01/07/2020,30/06/2023,2.966182
8SW1B16360 Start Month 9 - 4 Year,SW1,73201,100000,48,01/07/2020,30/06/2024,2.979065
8SW1B16360 Start Month 9 - 5 Year,SW1,73201,100000,60,01/07/2020,30/06/2025,2.937846
8SW2B16360 Start Month 1 - 1 Year,SW2,73201,100000,12,01/11/2019,31/10/2020,2.845801
8SW2B16360 Start Month 1 - 2 Year,SW2,73201,100000,24,01/11/2019,31/10/2021,2.910657
8SW2B16360 Start Month 1 - 3 Year,SW2,73201,100000,36,01/11/2019,31/10/2022,2.940985
8SW2B16360 Start Month 1 - 4 Year,SW2,73201,100000,48,01/11/2019,31/10/2023,2.963839
8SW2B16360 Start Month 1 - 5 Year,SW2,73201,100000,60,01/11/2019,31/10/2024,2.97388
8SW2B16360 Start Month 10 - 1 Year,SW2,73201,100000,12,01/08/2020,31/07/2021,2.997388
8SW2B16360 Start Month 10 - 2 Year,SW2,73201,100000,24,01/08/2020,31/07/2022,3.004096
8SW2B16360 Start Month 10 - 3 Year,SW2,73201,100000,36,01/08/2020,31/07/2023,3.015349
8SW2B16360 Start Month 10 - 4 Year,SW2,73201,100000,48,01/08/2020,31/07/2024,3.017338
8SW2B16360 Start Month 10 - 5 Year,SW2,73201,100000,60,01/08/2020,31/07/2025,2.963438
8SW2B16360 Start Month 11 - 1 Year,SW2,73201,100000,12,01/09/2020,31/08/2021,3.003361
